n_nodos R alpha CityArea
300 250 0 2323
ID_Nodo Costo_C Demanda_D Potencia_f Rango_s Es_Remoto_T
0 1909701 242 1185 42 1
1 1290409 3931 2510 40 0
2 1367364 1741 1968 43 0
3 647205 2932 2557 32 0
4 1909195 4883 3137 75 0
5 2406580 4809 3434 79 0
6 1532134 2690 2296 66 0
7 267389 3801 3366 57 0
8 3475201 3126 2992 36 0
9 557402 120 1325 48 1
10 2924198 1073 1064 54 0
11 1235567 3790 3390 70 0
12 931601 1741 1957 59 0
13 1140865 4481 3227 35 0
14 119313 4250 2625 58 0
15 2139571 2294 2264 59 0
16 2141797 4092 3091 75 0
17 2808904 253 1246 35 1
18 1153978 136 1487 73 1
19 1098027 1733 1886 49 0
20 833532 186 1293 35 1
21 289368 3428 2945 52 0
22 1595328 2332 2473 52 0
23 3388866 2812 1961 23 0
24 1312785 2960 2832 73 0
25 1665122 4766 3427 44 0
26 725822 1152 1681 28 0
27 482766 1373 1904 66 0
28 658955 1889 2416 22 0
29 1771508 2863 2418 24 0
30 3166735 353 1502 32 1
31 1797023 917 1599 56 0
32 739921 4882 3725 68 0
33 756384 2892 2235 40 0
34 1716415 3503 2830 56 0
35 2064895 3657 3311 48 0
36 589635 3543 2509 61 0
37 456762 3702 3156 41 0
38 1444546 2644 2280 70 0
39 2035178 1552 1789 70 0
40 890941 1499 1372 61 0
41 2412781 3694 3011 34 0
42 2632489 1009 1033 48 0
43 1560705 1648 1358 71 0
44 3115876 3256 2447 63 0
45 2551945 4973 3102 40 0
46 1530058 4968 3285 77 0
47 1449480 2289 1787 45 0
48 1113192 3820 3138 29 0
49 498018 1783 2386 58 0
50 1637134 382 1688 73 1
51 843016 4630 3207 57 0
52 2288327 169 819 64 1
53 3286012 310 1624 37 1
54 627759 1052 1526 48 0
55 2083715 801 1430 74 1
56 2480353 3115 2938 61 0
57 1372547 4911 3056 26 0
58 701428 1084 1388 49 0
59 2905445 1341 1495 34 0
60 2821938 3197 2783 65 0
61 1792101 279 741 68 1
62 3171946 519 920 61 1
63 719362 2108 2238 60 0
64 191406 3652 2540 60 0
65 101955 2337 2360 62 0
66 1932415 56 699 51 1
67 2926454 3760 2537 60 0
68 3302455 353 1270 79 1
69 122176 2057 2293 57 0
70 2765233 1458 2096 31 0
71 2751746 3843 2747 73 0
72 1896157 3000 2260 27 0
73 573703 3062 2923 32 0
74 281377 1213 1455 60 0
75 527089 4939 3504 31 0
76 3032868 72 912 68 1
77 3294104 4852 2966 48 0
78 1401602 3362 2613 36 0
79 2344339 4395 2935 25 0
80 468210 918 1135 46 0
81 3361994 890 1399 73 0
82 1655048 2834 2137 28 0
83 1823865 1664 1403 76 0
84 2007311 4152 2798 22 0
85 1161540 1824 2082 66 0
86 1527602 4629 3345 78 0
87 1012215 67 1184 71 1
88 1327921 4405 3647 39 0
89 921201 4785 3597 30 0
90 2004273 1496 1436 20 0
91 3336668 2745 2251 72 0
92 2222808 3004 2763 40 0
93 379656 4733 3814 25 0
94 2092611 393 1362 68 1
95 702356 1790 1940 73 0
96 713301 3091 2340 37 0
97 959346 4382 2908 51 0
98 367687 4496 3517 38 0
99 2339641 2018 1843 78 0
100 3325308 1143 1305 20 0
101 1155416 2846 2832 45 0
102 2483280 2937 2044 78 0
103 1869196 619 1166 62 1
104 3150193 1514 1873 77 0
105 158174 3890 3024 72 0
106 1916072 2231 1621 65 0
107 3044011 41 1509 33 1
108 2767982 3879 3368 30 0
109 2342520 4686 2993 23 0
110 1489840 4534 3518 55 0
111 1866882 164 763 79 1
112 1651093 4283 2844 64 0
113 2856781 2251 2418 37 0
114 1547162 476 1239 39 1
115 2739676 3913 3181 74 0
116 2025177 142 1516 21 1
117 190630 4136 2570 29 0
118 138643 3891 2473 22 0
119 2128572 51 714 32 1
120 1705439 2314 2572 32 0
121 1764227 3263 2762 25 0
122 1608354 174 1101 35 1
123 3205650 1199 2098 63 0
124 1771175 3194 2917 28 0
125 1893693 4132 3454 36 0
126 3490812 3414 3070 29 0
127 3495365 525 1488 46 1
128 565623 1325 1413 62 0
129 1048542 135 1471 20 1
130 1934751 1880 1696 66 0
131 1822577 723 1618 30 1
132 1701525 953 1627 75 0
133 1354123 3561 2416 38 0
134 2926350 4897 3772 32 0
135 843018 4493 3206 23 0
136 2354474 502 1273 41 1
137 3060207 4376 2896 76 0
138 1305118 11 1194 56 1
139 1117628 1492 2030 69 0
140 502136 2633 2316 27 0
141 2662511 1311 1305 38 0
