n_nodos R alpha CityArea
200 250 0 2323
ID_Nodo Costo_C Demanda_D Potencia_f Rango_s Es_Remoto_T
0 438678 1747 1804 49 0
1 1736690 821 1009 69 0
2 1372791 1075 1824 76 0
3 1502159 256 1351 24 1
4 1610097 1209 1539 46 0
5 3447598 2418 2169 46 0
6 3110046 1669 1626 20 0
7 1047254 4128 3187 43 0
8 2237543 168 1297 59 1
9 434612 4137 2652 53 0
10 3146454 1530 2166 25 0
11 2909279 926 1031 33 0
12 2758169 4947 3945 65 0
13 723331 2980 2935 22 0
14 3108598 1155 1443 22 0
15 862836 3467 2860 20 0
16 3132716 4008 3099 33 0
17 3196565 2283 1783 48 0
18 2651469 4126 3137 31 0
19 3296658 1063 1422 48 0
20 342267 773 977 68 0
21 2679673 1459 1377 55 0
22 2807255 1376 1756 29 0
23 2587840 1948 1609 64 0
24 1667058 2178 2455 57 0
25 2024158 1588 1812 79 0
26 1152960 1491 1982 54 0
27 2806802 2820 2140 36 0
28 1092654 2648 2378 30 0
29 911761 3760 2476 62 0
30 2696399 553 816 72 1
31 284531 1692 1420 36 0
32 2255005 1725 1740 26 0
33 3071124 2261 2227 76 0
34 3085093 1904 1611 43 0
35 148208 683 1814 44 1
36 3442066 638 1794 30 1
37 2559208 4693 2963 22 0
38 1062395 487 1656 49 1
39 348793 692 1128 48 0
40 556099 4395 2775 36 0
41 3105385 4523 3409 31 0
42 2471316 1083 1189 69 0
43 1125116 121 652 30 1
44 1664407 2931 2742 44 0
45 851849 1354 2170 38 0
46 834518 1758 1515 72 0
47 215287 4816 3812 32 0
48 3097054 1456 1397 60 0
49 1487719 4966 3922 54 0
50 1657957 1274 1511 64 0
51 862207 970 1290 58 0
52 301888 4021 3162 65 0
53 3055588 1200 1923 73 0
54 2082043 541 1761 41 1
55 623061 3710 2903 73 0
56 2126027 789 1122 79 0
57 2754629 3331 2763 52 0
58 2929928 1110 1659 28 0
59 964486 1990 2215 69 0
60 128841 2936 2684 61 0
61 2554324 608 1288 31 1
62 1265409 2572 2660 56 0
63 3353240 320 1410 36 1
64 2633384 163 613 25 1
65 2707345 474 948 38 1
66 2765291 3652 3228 59 0
67 2411589 3022 2476 38 0
68 2614655 2719 2332 52 0
69 698138 4891 3229 62 0
70 2178487 3784 3374 38 0
71 2825681 4274 2977 42 0
72 1882484 1134 2051 21 0
73 478425 1185 1924 43 0
74 2879044 2103 1987 37 0
75 384282 214 980 47 1
76 666623 467 1303 69 1
77 1715112 4889 3757 31 0
78 527853 4201 3034 62 0
79 884417 1833 1901 24 0
80 384464 3013 2337 78 0
81 1345828 2730 1875 69 0
82 2250680 4044 3133 73 0
83 3443423 934 1091 79 0
84 328534 1932 2370 34 0
85 1528223 859 1659 73 0
86 2491514 365 1341 32 1
87 1603493 3912 3110 74 0
88 1302723 4812 3001 69 0
89 211056 2520 2715 47 0
90 2876716 4355 2874 39 0
91 2528131 4885 3630 68 0
92 2009770 2088 2132 21 0
93 1345583 2580 2201 25 0
94 2740640 4189 3562 65 0
95 247220 2781 2044 25 0
96 1546825 2108 1575 48 0
97 1712237 486 1130 37 1
98 1978569 79 1152 61 1
99 777929 3812 2748 74 0
100 373903 3106 2165 37 0
101 1436391 4112 3090 30 0
102 1837943 2955 2638 77 0
103 1180856 2152 1600 42 0
104 299797 2752 2555 65 0
105 690436 1864 2166 38 0
106 3372752 1411 2059 75 0
107 206289 1826 2099 76 0
108 1871729 3615 2503 33 0
109 1566006 4633 3397 58 0
110 909782 528 1070 36 1
111 3463499 585 1715 58 1
112 2869134 2259 2285 41 0
113 1271728 1872 1817 26 0
114 2450197 2945 2832 62 0
115 1361747 2572 2368 23 0
116 1912064 2715 1957 47 0
117 935024 2266 2166 74 0
118 1231000 4178 2740 27 0
119 157155 3327 3159 42 0
120 2984862 2316 2531 61 0
121 2882289 2614 2524 52 0
122 431891 1073 1443 77 0
123 404298 1835 2341 57 0
124 2361413 2346 2635 23 0
125 3146060 4184 2657 49 0
126 3485315 3960 3312 35 0
127 3425946 3216 2577 20 0
128 1556242 990 1173 27 0
129 1622149 1957 1854 49 0
130 1263038 4566 3633 67 0
131 2516961 3973 2968 77 0
132 3471708 2198 2547 35 0
133 1001668 3198 2754 35 0
134 646032 4510 3480 79 0
135 353592 3530 2687 66 0
136 823747 1799 2096 44 0
137 3002478 3542 3093 28 0
138 2694332 1442 1698 38 0
139 1303765 2727 1952 41 0
140 2293778 3481 3082 70 0
141 1827148 2769 2493 77 0
142 3331608 70 1144 22 1
143 3391032 4953 3975 31 0
144 822329 2697 2188 21 0
145 1645409 1424 1770 20 0
146 2913998 249 947 21 1
147 313865 528 1640 42 1
148 1973564 1024 1487 24 0
149 1857099 607 1378 54 1
150 1882999 2859 2709 32 0
151 498854 584 1636 65 1
152 2387767 3495 2886 68 0
153 2001203 3296 3044 65 0
154 1804604 1201 2016 56 0
155 1503492 1316 1737 36 0
156 2174938 4217 3580 74 0
157 1576561 4181 2640 38 0
158 2049281 4130 3273 32 0
159 3004602 3246 2708 38 0
160 3373718 3036 2901 48 0
161 3366692 530 799 57 1
162 2938491 3327 3061 33 0
163 1487774 4757 3610 37 0
164 1619608 920 1866 63 0
165 1535154 1243 1340 66 0
166 1414577 1431 1814 76 0
167 1752451 2995 2030 61 0
168 2132882 4880 3596 65 0
169 2136689 79 1399 25 1
170 909796 1080 1146 64 0
171 2162298 774 1772 27 0
172 2993586 631 1779 79 1
173 1291996 4802 2964 30 0
174 2038892 4024 3302 53 0
175 3190232 1385 2111 58 0
176 3315556 2931 2820 55 0
177 2086802 2514 2140 75 0
178 300593 4126 2699 60 0
179 154726 4698 3757 57 0
180 3067581 3751 3055 78 0
181 3391122 388 1298 43 1
182 2336425 4707 3772 27 0
183 1527602 150 911 42 1
184 2950039 1745 1384 26 0
185 3131263 3503 3002 75 0
186 2426641 1854 1795 26 0
187 1364504 4012 3292 70 0
188 2664258 4965 3959 59 0
189 1561481 4668 3565 64 0
190 2186677 2730 2695 58 0
191 1160558 2389 2565 33 0
192 2670842 4924 3790 44 0
193 1000165 3090 2627 49 0
194 2103520 4374 3411 54 0
195 3355175 2901 2841 30 0
196 1740043 4279 2829 48 0
197 3055496 829 1018 62 0
198 1369302 620 1746 40 1
199 718215 997 1169 40 0
Matriz_Distancias
-1.000000 9.715275 27.126187 6.989924 20.404472 2.600176 25.258048 19.042540 7.272632 15.844677 22.826725 12.111536 17.130013 8.403416 16.405384 8.606430 18.180517 34.363433 25.751188 8.698496 24.440850 20.238828 12.880897 16.313632 27.965833 20.888511 25.605616 17.991678 15.561884 17.479046 19.914028 21.863239 21.172676 14.797244 18.469803 9.225938 17.759180 24.025890 16.996471 25.240703 13.991791 7.574146 26.789473 10.397392 20.259066 8.596101 29.753637 17.971119 28.103303 9.143797 11.309268 31.180409 12.667113 8.128294 8.362720 3.388619 20.385236 27.794591 25.306926 20.177535 19.256930 28.898967 29.992471 16.621339 17.152005 17.526290 28.254247 15.234855 23.367158 19.375913 16.170555 2.772575 18.346050 10.854793 27.371755 4.434632 10.189499 21.878089 17.042983 13.007003 20.211172 19.253207 13.768805 28.565383 23.021394 27.351919 3.466385 20.112469 12.168218 31.600561 22.382694 29.587388 8.143525 15.980338 5.498370 17.845531 22.387574 29.522189 30.428171 16.700683 26.146369 26.074444 13.543886 15.437298 10.077811 9.685497 16.532367 21.323494 25.148441 26.374102 11.264755 12.720376 25.188659 18.866860 21.461308 15.904752 21.874829 10.063682 10.140961 22.988478 13.336336 21.980733 28.754872 25.007688 9.466252 21.067844 13.375821 23.024388 4.483044 15.147795 16.448040 24.251877 25.307375 4.549466 22.636201 23.016117 31.560269 5.272530 16.483352 16.607705 20.037820 28.074654 13.102868 17.439565 13.764574 12.345623 26.757203 22.971069 19.271627 6.941041 6.354838 15.199868 25.724515 17.566009 30.355170 22.791947 22.835854 6.795942 19.757919 27.895356 6.433802 18.102310 30.441223 8.307669 12.642174 27.562233 22.976092 13.442151 18.982101 25.024167 16.283429 31.509548 10.473395 20.705856 7.579053 22.093027 17.582732 6.038980 18.235891 6.587128 10.408429 17.773457 17.422642 14.169125 24.946875 2.289448 19.497652 19.833521 9.889829 26.922850 32.653723 23.114395 15.166584 10.854986 26.186559 24.584340 25.999305 21.723375 19.595354 20.238528
