n_nodos R alpha CityArea
300 250 0 2323
ID_Nodo Costo_C Demanda_D Potencia_f Rango_s Es_Remoto_T
0 378158 1551 2208 63 0
1 2192016 42 639 38 1
2 2120519 71 810 45 1
3 2459698 3866 3321 31 0
4 254722 1088 1636 23 0
5 1344032 185 1245 23 1
6 1001936 199 1108 49 1
7 537063 3883 2656 55 0
8 390735 2148 1661 61 0
9 752001 3769 2476 78 0
10 2411884 2068 1763 58 0
11 1450705 4663 3617 31 0
12 3104457 2023 2287 57 0
13 465231 4430 3559 27 0
14 828695 2454 2181 67 0
15 1381077 3083 2497 43 0
16 2373903 1977 1874 64 0
17 2184941 3723 3131 78 0
18 990612 4027 3044 33 0
19 2392431 1512 2241 42 0
20 3347777 2625 2729 43 0
21 2907642 3519 2464 26 0
22 2000880 3603 3271 61 0
23 1916037 590 1237 33 1
24 3278059 1974 1981 41 0
25 169142 10 906 31 1
26 1764939 4028 3349 52 0
27 2790361 995 1701 72 0
28 2755491 4479 2930 38 0
29 1357406 2659 1849 47 0
30 2701675 748 1130 53 0
31 1095902 2452 2270 48 0
32 3333573 4575 3656 71 0
33 1437904 2546 1947 56 0
34 2187573 4658 2831 27 0
35 1037578 2763 2695 64 0
36 2424890 202 1421 47 1
37 2049436 4067 3122 68 0
38 2067886 1922 2261 40 0
39 2908307 4766 3268 35 0
40 2293139 1566 2116 32 0
41 1389682 2096 2435 63 0
42 2208286 4673 3473 34 0
43 2168227 4928 3645 54 0
44 2893466 3496 3241 32 0
45 3243302 2456 2476 59 0
46 470733 3314 2494 24 0
47 626255 1531 1805 40 0
48 2818965 4501 3429 51 0
49 3356494 504 1245 39 1
50 2780425 3273 2234 21 0
51 568269 3917 2818 53 0
52 2455393 2548 2011 55 0
53 3061034 177 850 74 1
54 2490841 1238 1893 77 0
55 1784566 496 1101 33 1
56 2013095 2449 2672 65 0
57 161926 34 862 55 1
58 3496024 929 1918 20 0
59 2177189 670 888 21 1
60 3213987 3528 2537 75 0
61 676658 3270 2779 26 0
62 2732755 3804 2442 51 0
63 1265470 4069 2654 55 0
64 2901983 2870 2773 53 0
65 574334 2062 2414 71 0
66 1088264 3538 2392 77 0
67 1889451 3691 2461 60 0
68 175231 541 1338 46 1
69 3200620 2553 2620 58 0
70 1575590 2836 2445 28 0
71 3423210 907 1335 40 0
72 913085 2569 1928 38 0
73 1450119 224 981 31 1
74 1622564 3781 3080 32 0
75 1669368 4232 2801 69 0
76 437542 3562 2973 72 0
77 2932061 4502 2884 37 0
78 1380980 393 1595 24 1
79 3124924 2969 2764 44 0
80 2684207 4056 3101 58 0
81 781100 4870 3321 74 0
82 2739875 2053 2117 28 0
83 1135690 2245 2205 37 0
84 2187202 1757 2066 52 0
85 1553232 776 1030 37 0
86 3183185 1796 2009 37 0
87 2510302 907 1673 30 0
88 3039305 3589 3108 78 0
89 1124043 455 1377 73 1
90 1510430 2687 2031 23 0
91 933327 98 1161 79 1
92 3190853 2089 2061 65 0
93 1337485 1488 1846 67 0
94 1438998 2553 2169 45 0
95 2836092 2254 1684 42 0
96 3231044 3402 2741 40 0
97 2180867 469 1360 79 1
98 408127 2878 2505 46 0
99 2034056 817 1656 67 0
100 1994129 915 1667 32 0
101 2216722 4492 3634 56 0
102 2212362 1645 2002 24 0
103 3236406 945 1595 51 0
104 2088999 4615 3542 70 0
105 2286951 844 1680 62 0
106 352234 277 1318 36 1
107 2514980 1873 1462 43 0
108 3226531 3894 3058 58 0
109 170551 436 1262 66 1
110 2271873 3770 3021 59 0
111 2112842 3965 3251 26 0
112 167923 4233 3500 54 0
113 1503017 2762 2059 62 0
114 862021 564 853 45 1
115 3065429 3133 2918 52 0
116 3381687 3182 2349 55 0
117 3279344 2311 2063 70 0
118 3087334 2322 1881 63 0
